City ID,City,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudy,Wind Speed
964420,Port Elizabeth,ZA,-33.918,25.5701,68.0,83,0,10.36
1529626,Baijiantan,CN,45.6333,85.1833,24.48,75,100,4.43
2264557,Ponta do Sol,PT,32.6667,-17.1,53.06,71,98,9.1
3833367,Ushuaia,AR,-54.8,-68.3,42.8,65,40,11.5
6201424,Mataura,NZ,-46.1927,168.8643,73.0,44,22,17.0
3175096,Laas,IT,46.6166,10.7002,32.94,100,90,2.3
1056899,Sambava,MG,-14.2667,50.1667,79.34,68,30,6.13
5282297,Bethel,US,41.3712,-73.414,35.96,32,1,8.05
909299,Lundazi,ZM,-12.2929,33.1782,64.24,89,100,1.66
1806687,Yong’an,CN,39.6957,113.6871,52.45,57,100,8.5
3369157,Cape Town,ZA,-33.9258,18.4232,65.66,72,75,10.36
174726,Saravan,AM,39.7196,45.6483,30.2,80,75,0.78
3430863,Mar del Plata,AR,-38.0023,-57.5575,63.16,88,0,3.44
1015776,Bredasdorp,ZA,-34.5322,20.0403,64.4,82,97,3.44
1591474,Bac Lieu,VN,9.285,105.7244,85.42,59,86,19.17
4589446,North Myrtle Beach,US,33.816,-78.68,57.25,62,90,6.91
5457180,Bernalillo,US,35.05,-106.6673,35.62,41,75,17.27
5954718,Flin Flon,CA,54.7682,-101.865,12.34,93,63,6.46
2122090,Pevek,RU,69.7008,170.3133,-3.37,95,99,5.01
1506268,Gornopravdinsk,RU,60.05,69.9,11.8,93,61,9.35
933995,Souillac,MU,-20.5167,57.5167,80.6,83,40,16.11
933390,Masunga,BW,-20.6246,27.4488,61.74,83,1,10.8
5563839,Fortuna,US,40.5982,-124.1573,47.3,81,90,4.81
2027316,Ayan,RU,56.45,138.1667,29.95,79,100,1.86
2511180,Santa Cruz de La Palma,ES,28.6835,-17.7642,59.97,72,90,8.05
3355672,Lüderitz,NA,-26.6481,15.1594,65.05,73,0,6.8
964432,Port Alfred,ZA,-33.5906,26.891,69.01,84,45,1.01
2618795,Klaksvík,FO,62.2266,-6.589,41.0,87,40,25.32
3416888,Grindavik,IS,63.8424,-22.4338,24.8,63,40,5.75
3985710,Cabo San Lucas,MX,22.8909,-109.9124,59.54,33,1,11.5
3733380,Campoverde,PE,-8.4753,-74.8058,72.39,94,93,1.14
3654410,Manta,EC,-0.95,-80.7333,78.8,83,75,2.3
986717,Kruisfontein,ZA,-34.0033,24.7314,68.0,80,92,1.01
3870243,Taltal,CL,-25.4,-70.4833,63.91,88,20,0.2
2629833,Husavik,IS,66.0449,-17.3389,21.2,86,40,3.44
2126123,Chokurdakh,RU,70.6333,147.9167,-12.84,84,0,3.83
5880054,Barrow,US,71.2906,-156.7887,-5.8,65,1,13.8
4513583,Hamilton,US,39.1834,-84.5333,38.93,80,1,3.18
5855927,Hilo,US,19.7297,-155.09,66.33,83,90,4.61
3418910,Upernavik,GL,72.7868,-56.1549,-3.8,93,100,2.42
5866583,Saint Paul Harbor,US,57.79,-152.4072,30.2,31,1,10.36
1486321,Yar-Sale,RU,66.8333,70.8333,8.94,89,97,9.24
3382160,Cayenne,GF,4.9333,-52.3333,76.26,100,75,14.56
2652618,Colchester,GB,51.8892,0.9042,41.34,88,77,3.0
1185095,Teknāf,BD,20.8624,92.3058,87.44,47,0,13.85
632542,Vammala,FI,61.3333,22.9,32.36,100,90,5.75
4035715,Avarua,CK,-21.2078,-159.775,82.4,74,10,4.61
2071860,Esperance,AU,-33.8667,121.9,69.8,40,75,10.36
3628473,San Cristobal,VE,7.7669,-72.225,65.73,92,35,1.45
2126682,Bilibino,RU,68.0546,166.4372,-5.31,96,100,5.55
3894426,Coyhaique,CL,-45.5752,-72.0662,50.07,77,12,2.75
686090,Asău,RO,46.4333,26.4,34.0,66,35,5.35
3139597,Sistranda,NO,63.7256,8.834,32.0,80,0,13.8
3831208,Qaanaaq,GL,77.484,-69.3632,-5.42,66,100,9.1
3068107,Poděbrady,CZ,50.1424,15.1188,41.0,70,75,8.05
1576303,Lao Cai,VN,22.4833,103.95,83.3,59,72,4.18
2075265,Busselton,AU,-33.65,115.3333,72.23,47,0,5.99
4020109,Atuona,PF,-9.8,-139.0333,79.63,63,44,6.8
1261285,Nirmāli,IN,26.3167,86.5833,87.17,24,0,9.15
3115739,Narón,ES,43.5167,-8.1528,50.67,100,20,4.27
3652758,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.68,78,63,4.16
3466704,Castro,BR,-24.7911,-50.0119,62.17,94,12,3.29
4004293,Ixtapa,MX,20.7,-105.2,69.91,83,1,3.42
2017155,Saskylakh,RU,71.9167,114.0833,-12.5,93,100,12.08
3466165,Cidreira,BR,-30.1811,-50.2056,73.47,88,5,10.07
350203,Rosetta,EG,31.4044,30.4164,53.6,87,40,3.44
546105,Nikolskoye,RU,59.7035,30.7861,34.52,87,75,6.71
5546220,Saint George,US,37.1041,-113.5841,46.9,66,90,3.44
4021858,Guerrero Negro,MX,27.9769,-114.0611,56.08,73,0,13.69
3687238,Cartagena,CO,10.3997,-75.5144,78.8,83,40,13.8
551847,Kaspiysk,RU,42.8816,47.6392,33.4,75,40,6.71
3932145,Pisco,PE,-13.7,-76.2167,71.78,88,20,3.44
6096551,Pangnirtung,CA,66.1451,-65.7125,-10.55,95,99,0.49
2063036,Port Lincoln,AU,-34.7333,135.8667,62.82,48,77,11.7
1502073,Krasnosel'kup,RU,65.7,82.4667,-3.15,95,94,16.4
4047434,Russell,US,32.3502,-85.1999,61.3,82,20,2.86
286621,Salalah,OM,17.0151,54.0924,71.6,53,0,2.3
3837056,San Luis,AR,-33.295,-66.3356,66.85,65,48,4.43
522945,Neftegorsk,RU,52.802,51.166,11.46,80,100,14.74
159386,Igunga,TZ,-4.2833,33.8833,63.95,71,64,5.39
5983720,Iqaluit,CA,63.7506,-68.5145,-22.0,69,20,13.8
1498283,Mugur-Aksy,RU,50.35,90.5,7.52,41,8,3.91
5122534,Jamestown,US,42.097,-79.2353,31.44,43,1,14.5
1855342,Nishihara,JP,26.1842,127.7558,72.54,60,20,12.66
3414079,Olafsvik,IS,64.8945,-23.7142,29.41,74,100,14.34
1045114,Inhambane,MZ,-23.865,35.3833,76.44,77,18,6.91
1024312,Mocuba,MZ,-16.8392,36.9856,74.57,96,13,1.95
203717,Yangambi,CD,0.8102,24.4336,71.33,96,100,1.61
1503037,Kodinsk,RU,58.6881,99.1844,12.99,84,100,15.19
5855051,‘Ewa Beach,US,21.3156,-158.0072,72.3,73,90,9.22
3386213,Touros,BR,-5.1989,-35.4608,75.2,83,20,3.44
2662149,Ystad,SE,55.4297,13.8204,35.49,100,90,13.8
1154689,Ko Samui,TH,9.5357,99.9357,86.0,66,20,10.36
4255151,Bud,US,39.447,-86.1758,38.8,65,1,4.85
4231997,Avera,US,33.194,-82.5271,61.29,77,1,3.44
2013279,Vostok,RU,46.4856,135.8833,40.26,79,22,1.72
1106677,Bambous Virieux,MU,-20.3428,57.7575,81.27,83,40,16.11
3899695,Ancud,CL,-41.8697,-73.8203,48.56,87,0,10.36
2208248,Kaitangata,NZ,-46.2817,169.8464,64.99,73,26,5.99
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,59.0,100,75,11.5
3671591,Puente Nacional,CO,5.8774,-73.6781,58.96,96,88,1.74
2020838,Lensk,RU,60.7253,114.9278,17.11,78,83,11.12
780687,Berlevåg,NO,70.8578,29.0864,24.8,84,100,6.8
6355222,Yulara,AU,-25.2406,130.9889,73.4,43,90,16.11
1006984,East London,ZA,-33.0153,27.9116,71.6,78,20,5.75
1516048,Khovd,MN,48.0056,91.6419,18.39,25,56,11.68
1630997,Plumbon,ID,-6.705,108.4728,86.7,66,94,5.48
2988507,Paris,FR,48.8534,2.3488,38.82,93,90,12.66
1267390,Kavaratti,IN,10.5669,72.642,83.61,69,67,8.86
3531368,Celestún,MX,20.8667,-90.4,75.56,70,0,15.77
2027786,Amga,RU,60.8953,131.9608,21.43,80,100,9.06
3883457,Lebu,CL,-37.6167,-73.65,55.85,85,0,3.04
4031574,Provideniya,RU,64.3833,-173.3,17.8,94,100,16.35
1152194,Mae Sai,TH,20.4335,99.8762,77.0,61,0,4.61
1512019,Aksarka,RU,66.5606,67.7975,9.05,88,72,11.23
2377457,Nouadhibou,MR,20.931,-17.0347,65.21,52,43,13.94
530972,Malmyzh,RU,56.5205,50.6818,12.33,89,99,14.72
2181133,Timaru,NZ,-44.4,171.25,70.0,52,0,3.0
1611195,Chiang Klang,TH,19.2938,100.8617,86.0,58,24,2.3
556268,Ostrovnoy,RU,68.0531,39.5131,15.55,91,98,12.84
2074865,Carnarvon,AU,-24.8667,113.6333,96.8,36,16,12.66
1492948,Saryg-Sep,RU,51.5,95.6,6.69,59,0,4.16
3393692,Itarema,BR,-2.9248,-39.9167,76.69,88,85,4.9
3391889,Pitimbu,BR,-7.4706,-34.8086,75.2,88,0,3.44
2109701,Auki,SB,-8.7676,160.7034,81.07,79,100,1.66
1623197,Tual,ID,-5.6667,132.75,83.48,71,53,8.48
4470244,Havelock,US,34.8791,-76.9013,51.66,62,90,3.44
934322,Mahébourg,MU,-20.4081,57.7,80.6,83,40,16.11
1507390,Dikson,RU,73.5069,80.5464,-22.11,95,100,15.57
2068655,Katherine,AU,-14.4667,132.2667,91.4,49,40,9.22
2070998,Geraldton,AU,-28.7667,114.6,93.2,22,0,12.66
1562414,Vung Tau,VN,10.346,107.0843,82.42,62,58,10.69
2965664,Cashel,IE,52.5158,-7.8856,41.34,82,74,5.99
5911745,Burns Lake,CA,54.2331,-125.7533,44.6,57,100,4.61
2036892,Hohhot,CN,40.8106,111.6522,55.4,50,100,8.95
7601762,Bairiki Village,KI,1.3292,172.9752,86.0,70,20,10.36
2447416,Ayorou,NE,14.7308,0.9174,70.57,25,0,7.94
2520727,Bullas,ES,38.0467,-1.6723,50.67,89,0,1.99
2374583,Bubaque,GW,11.2833,-15.8333,78.46,60,62,5.68
777019,Vardø,NO,70.3705,31.1107,25.56,90,100,1.61
533418,Lukovetskiy,RU,64.2956,41.9211,24.8,86,75,4.47
3019766,La Baule-Escoublac,FR,47.2922,-2.364,43.77,76,0,9.22
5380437,Pacific Grove,US,36.6177,-121.9166,48.79,81,8,1.01
1649150,Bengkulu,ID,-3.8004,102.2655,84.74,66,74,8.77
6167817,Torbay,CA,47.6666,-52.7314,26.13,80,75,20.71
3448903,São João da Barra,BR,-21.6403,-41.0511,75.09,88,59,12.91
2311127,Tshela,CD,-4.9833,12.9333,75.07,99,100,0.49
3430708,Mercedes,AR,-34.6515,-59.4307,62.01,66,0,7.0
3385899,Tutóia,BR,-2.7619,-42.2744,76.42,89,62,6.51
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,75.83,87,100,13.89
3115824,Muros,ES,42.7762,-9.0603,44.6,96,45,5.82
2512186,Puerto del Rosario,ES,28.5004,-13.8627,64.4,77,0,16.11
1701054,Marawi,PH,7.9986,124.2928,82.99,81,98,5.99
1501000,Kyshtovka,RU,56.555,76.6271,9.14,95,100,7.87
2240449,Luanda,AO,-8.8368,13.2343,80.6,89,40,5.32
1688696,San Policarpo,PH,12.1791,125.5072,80.91,81,31,3.13
1295765,Sittwe,MM,20.15,92.9,86.02,47,0,10.85
3893726,Constitución,CL,-35.3333,-72.4167,54.95,91,18,2.82
3868633,Vallenar,CL,-28.5708,-70.7581,60.53,82,0,1.28
3520989,Puerto Madero,MX,14.7208,-92.4215,80.85,70,6,1.45
1635882,Mataram,ID,-8.5833,116.1167,89.6,62,75,8.05
2013918,Ust-Maya,RU,60.4167,134.5333,23.34,80,100,11.25
57000,Hobyo,SO,5.3505,48.5268,81.7,75,85,16.75
1735106,George Town,MY,5.4112,100.3354,87.3,66,20,5.75
3865086,Bahía Blanca,AR,-38.7196,-62.2724,68.41,55,13,8.25
3697441,El Alto,PE,-4.2714,-81.2147,75.25,74,98,7.38
2123628,Magadan,RU,59.5667,150.8,6.1,80,0,4.76
5955902,Fort Nelson,CA,58.8053,-122.7002,1.4,78,90,6.91
2094027,Kieta,PG,-6.2167,155.6333,84.0,67,76,5.61
218229,Bongandanga,CD,1.5,21.05,71.58,97,100,3.0
2634021,Whitstable,GB,51.3607,1.0257,43.02,87,91,3.0
2108857,Gizo Government Station,SB,-8.103,156.8419,84.27,66,13,4.56
3092472,Malbork,PL,54.0359,19.0266,38.64,100,52,18.14
6137063,Sackville,CA,45.9188,-64.3846,24.19,43,99,20.71
64814,Bandarbeyla,SO,9.4942,50.8122,79.56,70,83,10.8
3424607,Tasiilaq,GL,65.6145,-37.6368,24.8,80,90,29.93
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.6,44,17,15.66
1795565,Shenzhen,CN,22.5455,114.0683,68.09,76,37,7.47
3385670,Urucará,BR,-2.5364,-57.76,73.94,96,100,1.79
5859699,College,US,64.8569,-147.8028,0.36,55,1,8.05
2121385,Severo-Kuril'sk,RU,50.6789,156.125,32.13,91,79,14.5
1697559,Tagbac,PH,7.089,125.1567,87.8,58,40,10.36
3421765,Nanortalik,GL,60.1432,-45.2371,27.73,74,100,6.76
4034551,Faanui,PF,-16.4833,-151.75,83.08,72,0,11.88
5975038,High River,CA,50.5834,-113.8687,37.96,61,41,10.69
2112802,Hasaki,JP,35.7333,140.8333,61.99,31,20,23.02
3461425,Ilhabela,BR,-23.7781,-45.3581,75.24,92,31,3.89
3688009,Cajibío,CO,2.6227,-76.5704,57.7,95,100,2.46
2937553,Diedorf,DE,48.35,10.7667,35.49,87,90,12.66
3465769,Conceição da Barra,BR,-18.5933,-39.7322,72.82,93,9,1.16
2315417,Inongo,CD,-1.95,18.2667,73.4,91,100,7.4
1252783,Yārāda,IN,17.65,83.2667,84.2,61,5,2.3
1503153,Klyuchi,RU,52.2667,79.1667,3.7,76,56,2.55
608270,Shubarshi,KZ,48.5872,57.1869,4.41,77,0,4.27
2542997,Marrakesh,MA,31.6315,-8.0083,53.6,87,0,5.75
3893629,Coquimbo,CL,-29.9533,-71.3436,59.0,88,20,2.3
2138522,Poya,NC,-21.35,165.15,82.45,63,99,7.49
3981391,Tomatlán,MX,19.9333,-105.25,68.72,51,0,2.71
4683416,Corpus Christi,US,27.8006,-97.3964,70.27,88,75,20.71
4529292,Altus,US,34.6381,-99.334,63.48,72,20,24.16
2158767,Mareeba,AU,-17.0,145.4333,87.51,51,83,11.5
3421719,Narsaq,GL,60.9167,-46.05,26.6,63,75,2.3
2155562,Nelson Bay,AU,-32.7167,152.15,66.06,94,75,20.71
1061605,Manakara,MG,-22.1333,48.0167,75.47,89,68,4.07
3036784,Arras,FR,50.293,2.7819,40.6,94,80,4.0
191833,Kinango,KE,-4.1372,39.3153,77.0,83,20,5.75
1278969,Along,IN,28.1667,94.7667,78.98,61,75,1.74
2037252,Genhe,CN,50.7833,121.5167,40.59,77,53,8.57
1174062,Kharan,PK,28.5833,65.4167,73.2,29,0,9.66
3361142,Springbok,ZA,-29.6643,17.8865,59.72,49,62,4.29
6050066,La Ronge,CA,55.1001,-105.2842,29.3,47,57,12.66
1648186,Bontang,ID,0.1333,117.5,84.15,73,79,5.3
898912,Serenje,ZM,-13.2325,30.2352,62.37,98,100,2.13
161218,Bariadi,TZ,-2.8,33.9833,63.1,69,4,7.14
2434584,Bousso,TD,10.4795,16.7117,81.09,32,23,5.21
3440777,Rocha,UY,-34.4833,-54.3333,55.06,87,0,2.39
581049,Arkhangelsk,RU,64.5401,40.5433,24.8,86,75,4.47
2165087,Gold Coast,AU,-28.0,153.4333,84.67,69,7,18.41
4005297,Guamúchil,MX,25.4667,-108.1,57.0,74,59,10.0
2960964,Wexford,IE,52.3342,-6.4575,42.01,82,57,5.01
1849831,Toyooka,JP,35.5333,134.8333,51.8,32,40,11.5
2126199,Cherskiy,RU,68.75,161.3,-3.77,95,100,12.24
2210554,Sirte,LY,31.2089,16.5887,60.51,70,97,12.12
4033543,Teahupoo,PF,-17.8333,-149.2667,86.0,66,40,3.44
4031637,Lavrentiya,RU,65.5833,-171.0,10.63,94,100,15.57
582956,Alekseyevka,RU,50.6309,38.6903,32.27,95,98,13.51
1013266,Clocolan,ZA,-28.9137,27.5656,59.16,57,0,3.33
3466980,Caravelas,BR,-17.7125,-39.2481,73.33,91,25,2.51
778362,Øksfjord,NO,70.2396,22.3479,24.55,86,90,2.3
2138555,Poum,NC,-20.2333,164.0167,80.87,69,100,7.4
1028434,Quelimane,MZ,-17.8786,36.8883,77.0,94,40,2.77
1494482,Polunochnoye,RU,60.8697,60.4153,15.53,79,100,9.98
2885732,Königs Wusterhausen,DE,52.3014,13.633,39.06,87,75,25.32
1819729,Hong Kong,HK,22.2855,114.1577,67.96,81,79,5.01
3197710,Korčula,HR,42.9622,17.1369,50.0,87,40,2.3
2092164,Lorengau,PG,-2.0226,147.2712,83.89,67,71,1.83
2308278,Mbini,GQ,1.574,9.6134,73.4,100,75,2.73
6111862,Port Hardy,CA,50.6996,-127.4199,44.6,87,90,21.85
2239862,Malanje,AO,-9.5402,16.341,62.44,97,84,1.28
5354943,Half Moon Bay,US,37.4636,-122.4286,47.05,71,90,5.75
3855065,General Roca,AR,-39.0333,-67.5833,64.4,63,0,10.36
3671437,Caucayá,CO,-0.1934,-74.7819,71.49,96,100,1.97
6943488,Amqui,CA,48.4638,-67.4313,16.52,57,90,16.11
2017478,Razdol'noye,RU,43.55,131.9167,53.6,26,0,11.18
3421319,Nuuk,GL,64.1835,-51.7216,15.8,73,75,13.8
3430545,Morón,AR,-34.6534,-58.6198,71.64,58,0,1.01
2189343,Kaeo,NZ,-35.1,173.7833,72.0,63,0,4.0
154313,Mbulu,TZ,-3.85,35.5333,60.08,87,81,8.88
162099,Abadan,TM,38.0507,58.2056,24.8,80,90,11.5
3421193,Paamiut,GL,61.994,-49.6678,19.06,52,100,4.56
3996322,Mazatlán,MX,23.2167,-106.4167,65.23,63,20,6.91
3662489,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,71.2,97,64,1.99
2510573,Teguise,ES,29.0605,-13.564,62.6,77,75,2.3
2123814,Leningradskiy,RU,69.3833,178.4167,22.28,90,100,12.84
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,87,0,14.23
5557293,Sitka,US,57.0531,-135.33,32.0,64,75,9.22
2381334,Atar,MR,20.5169,-13.0499,63.59,14,0,6.87
1488903,Turukhansk,RU,65.8167,87.9833,-16.1,89,100,16.46
3665913,Villa del Rosario,CO,7.8339,-72.4742,71.46,88,65,2.93
6078372,Moose Factory,CA,51.2585,-80.6094,11.28,67,90,16.11
1687894,Santa Rosa,PH,14.3122,121.1114,85.78,70,75,4.61
2520645,Cabra,ES,37.4725,-4.4421,46.0,71,0,2.8
1079048,Ambovombe,MG,-25.1667,46.0833,76.95,71,3,17.02
4560349,Philadelphia,US,39.9523,-75.1638,41.31,42,1,10.36
100926,Umluj,SA,25.0213,37.2685,72.16,55,71,8.77
3694569,Motupe,PE,-6.1519,-79.7142,76.91,66,97,3.0
4034188,Moerai,PF,-22.4333,-151.3333,80.56,77,64,12.82
4726521,San Patricio,US,28.017,-97.5169,71.38,88,75,20.71
912764,Kasama,ZM,-10.2129,31.1808,62.19,98,100,2.46
1266452,Chalakudi,IN,10.304,76.3361,87.8,55,20,4.61
2094342,Kavieng,PG,-2.5744,150.7967,84.45,61,56,2.53
1491219,Sovetskoye,RU,52.2861,85.4131,3.99,86,0,6.24
1637001,Luwuk,ID,-0.9516,122.7875,85.42,77,66,2.06
1849892,Tottori-shi,JP,35.5,134.2333,53.6,66,40,8.05
3991622,La Providencia,MX,28.7167,-111.5833,51.42,68,0,7.61
3347019,Mossamedes,AO,-15.1961,12.1522,73.42,84,92,6.31
3559318,Esmeralda,CU,21.8525,-78.1169,68.0,94,7,6.91
2972468,Tonneins,FR,44.3921,0.3124,45.09,87,90,11.5
53654,Mogadishu,SO,2.0371,45.3438,80.6,74,75,12.66
2396518,Port-Gentil,GA,-0.7193,8.7815,81.88,78,100,5.93
3871336,Santiago,CL,-33.4569,-70.6483,62.46,77,35,8.05
533964,Loukhi,RU,66.0764,33.0381,19.58,96,98,3.67
2191562,Dunedin,NZ,-45.8742,170.5036,67.32,56,0,8.01
513898,Otradnoye,RU,59.7775,30.8181,34.52,87,75,6.71
2109528,Buala,SB,-8.145,159.5921,82.51,73,76,3.87
695643,Reshetylivka,UA,49.565,34.0782,35.76,97,99,10.65
3470137,Belmonte,BR,-15.8631,-38.8828,71.6,88,40,2.3
110690,Faya,SA,18.3851,42.4509,58.1,88,3,3.02
2171845,Cessnock,AU,-32.8333,151.35,62.98,98,100,1.01
2083537,Wewak,PG,-3.5534,143.6268,84.25,76,100,9.51
3899539,Antofagasta,CL,-23.65,-70.4,66.2,88,75,6.91
2643044,Margate,GB,51.3813,1.3862,42.44,81,94,5.99
1648473,Leuwiliang,ID,-6.5745,106.6344,89.08,53,94,7.0
3996426,Matamoros,MX,25.5333,-103.25,71.62,15,100,12.82
2033934,Xiaoshi,CN,41.2971,124.1209,55.4,44,14,8.95
1214488,Meulaboh,ID,4.1363,96.1285,84.45,64,21,4.63
6165406,Thompson,CA,55.7435,-97.8558,5.0,56,1,6.91
108410,Riyadh,SA,24.6877,46.7219,59.47,23,100,4.61
286245,Sur,OM,22.5667,59.5289,87.4,28,0,8.84
2167426,Emerald,AU,-23.5333,148.1667,93.11,38,40,8.05
5780557,Riverton,US,40.5219,-111.9391,35.15,100,40,6.38
2037335,Fuyu,CN,45.1833,124.8167,52.05,54,9,16.49
3456070,Novo Cruzeiro,BR,-17.4681,-41.8753,59.25,98,24,1.74
1630789,Pontianak,ID,-0.0333,109.3333,87.8,66,75,5.7
739914,Şebinkarahisar,TR,40.2883,38.4236,31.82,58,82,3.13
5367788,Lompoc,US,34.6391,-120.4579,47.7,71,90,3.44
3420846,Qaqortoq,GL,60.7167,-46.0333,26.6,63,75,2.3
3374083,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,10.36
2152659,Port Macquarie,AU,-31.4333,152.9167,68.0,100,75,11.5
2269142,Colares,PT,38.7992,-9.4469,50.34,81,0,14.97
6089245,Norman Wells,CA,65.282,-126.8329,-4.0,77,75,2.08
2452655,Niono,ML,14.2526,-5.993,66.29,28,79,8.7
2276492,Harper,LR,4.375,-7.7169,77.81,89,100,9.91
2098329,Daru,PG,-9.0763,143.2092,85.33,66,100,6.49
1508260,Novobirilyussy,RU,56.9514,90.6661,6.1,88,100,11.88
1106643,Quatre Cocos,MU,-20.2078,57.7625,81.34,83,40,16.11
2525447,Province of Caltanissetta,IT,37.3745,14.0642,44.49,74,0,3.0
1522751,Kentau,KZ,43.5206,68.5094,18.86,96,100,19.57
2125693,Evensk,RU,61.95,159.2333,1.94,74,58,3.29
566157,Divnomorskoye,RU,44.5011,38.1353,39.72,57,74,4.21
1790437,Zhuhai,CN,22.2769,113.5678,76.14,73,20,12.66
5197085,Lancaster,US,40.2504,-76.2499,38.41,35,1,9.22
1640972,Katobu,ID,-4.9408,122.5276,87.37,64,79,2.89
2173125,Burnie,AU,-41.0667,145.9167,61.0,44,48,11.01
5329649,Blythe,US,33.6103,-114.5964,59.0,31,1,11.72
2016307,Solnechnyy,RU,50.7214,136.6319,37.81,81,21,7.87
1235846,Matara,LK,5.9485,80.5353,87.1,57,95,9.48
2431736,Goundi,TD,9.3627,17.366,80.13,37,81,2.95
5866063,Kenai,US,60.5544,-151.2583,12.2,67,1,3.44
1140025,Herat Province,AF,34.5,62.0,30.2,86,90,5.75
934649,Cap Malheureux,MU,-19.9842,57.6142,82.0,80,99,5.99
1626703,Soe,ID,-9.8607,124.284,77.34,82,100,2.39
2122574,Ola,RU,59.5833,151.2833,5.13,81,0,5.53
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,12.2,52,1,11.5
3640226,Guanare,VE,9.0418,-69.7421,80.6,61,94,2.3
610091,Chingirlau,KZ,51.095,54.0814,5.45,82,52,5.59
3579925,St. George's,GD,12.0564,-61.7485,77.0,88,75,8.05
4499379,Wilmington,US,34.2257,-77.9447,55.67,76,90,4.61
4129397,Russellville,US,35.2784,-93.1338,55.83,94,90,10.36
